Answer,Question,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6
20190106_171625_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
20190106_171657_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
20190106_171729_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
20190106_171801_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
20190106_171833_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
20190106_171905_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
20190106_171937_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
20190106_172009_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
20190106_172041_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
20190106_172113_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
20190106_172145_000,LSC22-114,Greek wine on a Sunday.,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. ,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece,Greek wine on a Sunday. I was in a Greek restaurant drinking a small bottle of wine and eating Greek food (chips and meat) with a salad. I was sitting at a white tiled table. It was in Thessaloniki in Greece in January 2019. 
